繁體	简体	清末	甬	出處（甬）	鎮	出處（鎮）	侖	出處（侖）	定	出處（定）	字頻	備註	篩選
忤	忤	ngwu	nu6	7									
悮	悮		nu6										
窹	窹		nu6										
逜	逜		nu6										
遻	遻		nu6										
啎	忤		nu6	7									
仵	仵		nu6										
呶	呶		nhu5	1									
廬	庐	lu	lu2	2	lu2	9	lu2	10	lu2	11			
爐	炉		lu2	1	lu2	9	lu2	10	lu2	11			
鑪	𬬻	lu	lu2	7								化學元素	
盧	卢		lu2	1	lu2	9	lu2	10	lu2	11			
蘆	芦	lu	lu2	1	lu2	9	lu2	10	lu2	11			
鸕	鸬	lu	lu2	2	lu2	9	lu2	10	lu2	11			
鱸	鲈	lu	lu2	1					lu2	11			
轤	轳	lu	lu2	7									
顱	颅	lu	lu2	1								骷顱頭	
驢	驴	lu	lu2	2	lu2	9	li2	10	lu2	11			
艫	舻	lu	lu2	7									
瀘	泸	lu	lu2	7									
臚	胪	lu	lu2	7									
蠦	𫊮	lu	lu2	7									
嚧	𠰷	lu	lu2	7									
獹	獹	lu	lu2	7									
籚	籚	lu	lu2	7									
罏	罏	lu	lu2	7									
壚	垆		lu2										
櫨	栌		lu2										
瓐	瓐		lu2										
矑	𪾦		lu2										
髗	髗		lu2										
黸	黸		lu2										
擼	撸		lu2										
纑	纑		lu2										
櫓	橹								lu2	11			
滷	卤	lu	lu2	1	lu6	9	lu6	10	lu4	11			
玈	玈		lu2										
鹵	卤	lu	lu4	1	lu6	9	lu6	10	lu4	11			
磠	硵	lu	lu4	7									
蓾	蓾		lu4										
鏀	鏀		lu4										
魯	鲁	lu	lu4	2	lu6	9	lu6	10	lu4	11			
鑥	镥		lu4									化學元素	
穭	穞	lu	lu4	7									
嚕	噜	lu	lu4	7									
鐪	𫓺		lu4										
櫓	橹	lu	lu6	1	lu6	9	lu6	10	lu4	11			
艪	橹		lu6	1									
艣	橹		lu6	1									
樐	橹		lu6	1									
氌	氇		lu4										
賂	赂	lu	lu6	7							0.10		
輅	辂	lu	lu6	7									
路	路	lu	lu6	1	lu6	9	lu6	10	lu6	11			
潞	潞	lu	lu6	7									
璐	璐	lu	lu6	7									
露	露	lu	lu6	1	lu6	9	lu6	10	lu6	11			
鷺	鹭	lu	lu6	1	lu6	9	lu6	10	lu6	11			
鏴	鏴	lu	lu6	7									
𡀔	𡀔	lu	lu6	7									
簬	簬	lu	lu6	7									
簵	簵		lu6										
蕗	蕗		lu6										
虂	虂		lu6										
絡	络	loh	lu6	3							0.00	又音 僅限於“腳卜絡頭”	
謱	𫍴		lhu5	3								謰謰謱謱	
租	租	tsu	tsu1	2	tsu1	9	tsu1	10	tsu1	11			
狙	狙	tsu	tsu1	7									
怚	怚	tsu	tsu1	7									
阻	阻								tsu1	11			
組	组	tsu	tsu3	2	tsu3	9	tsu3	10	tsu3	11			
阻	阻	tsu	tsu3	1	tsu3	9	tsu3	10	tsu3	11			
祖	祖	tsu	tsu3	1	tsu3	9	tsu3	10	tsu3	11			
詛	诅		tsu3	2	tsu3	9							
蛆	蛆		tsu3	2									
俎	俎	tsu	tsu3	7									
駔	驵	tsu	tsu3	7									
柤	柤	tsu	tsu3	7									
粗	粗	tsʽu	tshu1	1	tshu1	9	tshu1	10	tshu1	11			
麤	粗		tshu1	1									
觕	粗		tshu1	1									
麁	麁		tshu1										
犓	犓		tshu1										
初	初	tsʽu	tshu1	1	tshu1	9	tshu1	10	tshu1	11			
措	措	tsʽu	tshu1	2	tshu5	9	tshu5	10	tshu5	11			
芻	刍	tsʽu	tshu1	7									
楚	楚	tsʽu	tshu3	2	tshu1	9	tshu3	10	tsu3	11			
礎	础	tsʽu	tshu3	2	tshu1	9	tshu3	10	tsu3	11			
憷	憷		tshu3										
濋	濋		tshu3										
齼	齼		tshu3										
珇	珇		tshu3										
靻	靻		tshu3										
醋	醋	tsʽu	tshu5	2	tshu5	9	tshu5	10	tshu5	11			
酢	醋		tshu5	2							0.00		
瘄	瘄	tsʽu	tshu5	1					tshu5	11		瘄子	
厝	厝	tsʽu	tshu5	7									
䥄	𫠀	tsʽu	tshu5	7									
儊	儊		tshu5										
雛	雏	dzu	dzu2	2			dzu2	10					
鶵	鶵		dzu2										
䅳	𫀬	dzu	dzu2	7									
媰	㛀		dzu2										
徂	徂	dzu	dzu2	7									
齟	龃	dzu	dzu2	7									
殂	殂	dzu	dzu2	7									
鋤	锄	dzu	dzu2	1	dzu6	9			dzu2	11		鋤地	
耡	锄		dzu2	1								鋤地	
鉏	锄		dzu2	1								鋤地	
助	助	dzu	dzu2	2	dzu6	9	dzu6	10	dzu2	11		幫助	
豠	豠		dzu2										
助	助	dzu	dzu6	2	dzu6	9	dzu6	10	dzu2	11	0.05	助一把	
阼	阼	dzu	dzu6	7									
胙	胙	dzu	dzu6	7									
祚	祚	dzu	dzu6	7									
穌	稣	su	su1	2									
蘇	苏	su	su1	1	su1	9	su1	10	su1	11			
蘓	苏		su1	1									
甦	苏		su1	2					su1	11			
囌	苏	su	su1	2									
酥	酥	su	su1	1	su1	9	su1	10	su1	11			
梳	梳	su	su1	2			su1	10	su1	11	0.01	文讀 梳理	
疏	疏	su	su1	2	su1	9	su1	10	su1	11		疏通	
疎	疏	su	su1	2								疏通	
綀	𦈌		su1										
橾	橾		su1										
數	数	su	su3	1	su3	9			su3	11		清點	
鬚	须		su3	1	su1	9	su1	10				牙鬚	
素	素	su	su5	1	su5	9	su5	10	su5	11			
嗉	嗉		su5						su5	11			
溸	溸	su	su5	7									
愫	愫		su5										
傃	傃		su5										
塐	塐		su5										
膆	膆		su5										
訴	诉		su5	1	su5	9	su5	10	su5	11			
愬	诉	su	su5	1									
塑	塑	su	su5	1	su5	9	su5	10	su5	11	0.01	塑子	
溯	溯	su	su5	7									
泝	溯		su5	7									
遡	溯		su5	7									
疏	疏	su	su5	2			su5	10	su5	11		稀疏	
疎	疏	su	su5	2								稀疏	
蔬	蔬	su	su5	2	su1	9	su1	10	su1	11			
數	数	su	su5	1	su5	9	su5	10	su5	11		名詞	
孤	孤	kwu	ku1	1	ku1	9	ku1	10	ku1	11			
觚	觚	kwu	ku1	7									
呱	呱		ku1									0.01	
罛	罛	kwu	ku1	7									
笟	笟	kwu	ku1	7									
箛	箛		ku1										
柧	柧		ku1										
泒	泒		ku1										
苽	苽		ku1										
軱	軱		ku1										
辜	辜	kwu	ku1	2	ku5	9							
嫴	嫴		ku1										
菇	菇	kwu	ku1	1					ku5	11			
菰	菇	kwu	ku1	1									
姑	姑	kwu	ku1	1	ku1	9	ku1	10	ku1	11			
估	估	kwu	ku1	1	ku3	9	ku3	10	ku3	11			
咕	咕	kwu	ku1	1	gu2	9	gu6	10	ku3	11			
沽	沽	kwu	ku1	7									
蛄	蛄	kwu	ku1	1					ku1	11			
鴣	鸪	kwu	ku1	7					ku3	11			
跍	跍		ku1	3							0.00	僅限於“矮跍跍”	
固	固	kwu	ku1	2	ku5	9	ku5	10	ku5	11			
箍	箍		ku1	2			ku1	10				金箍圈	
古	古	kwu	ku3	1	ku3	9	ku3	10	ku3	11			
牯	牯	kwu	ku3	7	ku3	9	ku3	10	ku3	11			
罟	罟		ku3	7									
𦊙	罟	kwu	ku3	7									
詁	诂	kwu	ku3	7									
鈷	钴	kwu	ku3	7								化學元素	
嘏	嘏	kwu	ku3	7									
股	股	kwu	ku3	1	ku3	9	ku3	10	ku3	11			
羖	羖	kwu	ku3	1									
臌	臌	kwu	ku3	1								臌脹病	
鼓	鼓	kwu	ku3	2	ku3	9	ku3	10	ku3	11			
皷	鼓		ku3	2									
瞽	瞽	kwu	ku3	7									
鼔	鼔		ku3										
蠱	蛊	kwu	ku3	7									
賈	贾	kwu	ku3	2							0.01	商賈	
夃	夃		ku3										
焸	焸		ku3										
固	固	kwu	ku5	2	ku5	9	ku5	10	ku5	11			
錮	锢	kwu	ku5	7			ku5	10	ku5	11			
痼	痼	kwu	ku5	7									
𧛂	𧛂	kwu	ku5	7									
崮	崮		ku5										
凅	凅		ku5										
棝	棝		ku5										
稒	稒		ku5										
鯝	鲴		ku5										
故	故	kwu	ku5	2	ku5	9	ku5	10	ku5	11			
顧	顾	kwu	ku5	1	ku5	9	ku5	10	ku5	11			
頋	頋		ku5										
雇	雇		ku5	1									
僱	雇	kwu	ku5	1	ku5	9	ku5	10	ku5	11			
枯	枯	kwʽu	khu1	1	khu1	9	khu1	10	khu1	11			
箍	箍	kwʽu	khu1	1			khu1	10	khu1	11	0.05	箍桶	
骷	骷	kwʽu	khu1	1	khu1	9							
軲	轱		khu1										
刳	刳	kwʽu	khu1	7									
郀	郀		khu1										
窠	窠								khu1	11	0.01	被窠(定海)	
苦	苦	kwʽu	khu3	1	khu3	9	khu3	10	khu3	11			
絝	绔		khu5		khu5	9							
庫	库	kwʽu	khu5	1	khu5	9	khu5	10	khu5	11			
褲	裤	kwʽu	khu5	1	khu5	9	khu5	10	khu5	11			
袴	裤		khu5	1									
秙	秙	kwʽu	khu5	7									
跍	跍	gwu	gu2	1	gu2	9	gu2	10	gu2	11	1000	蹲	
咕	咕		gu6	1	gu2	9	gu6	10			0.01	嘮裏嘮叨地責備	
和	和		wu2	1							0.01	玩麻將時某一方的牌合乎規定的要求贏了全局	
喖	喖		wu2										
胡	胡	wu	wu2	1	vu2	9	vu2	10	wu2	11			
鬍	胡	wu	wu2	1					wu2	11			
衚	胡	wu	wu2	1									
湖	湖	wu	wu2	1	vu2	9	vu2	10	wu2	11			
糊	糊	wu	wu2	1	vu2	9			wu6	11			
餬	糊	wu	wu2	1									
𪏻	𪏻		wu2	6								同“糊”	
葫	葫	wu	wu2	2	vu2	9	vu2	10					
蝴	蝴	wu	wu2	1	vu2	9							
猢	猢	wu	wu2	7									
瑚	瑚	wu	wu2	7									
醐	醐	wu	wu2	7									
煳	煳		wu2										
鶘	鹕	wu	wu2	7									
狐	狐	wu	wu2	1	vu2	9	vu2	10	wu2	11			
弧	弧	wu	wu2	7	vu2	9							
瓠	瓠	wu	wu2	2	vu2	9			wu2	11			
壺	壶	wu	wu2	2	vu2	9	vu2	10	wu2	11			
乎	乎	wu	wu2	2					wu2	11			
䉿	䉿	wu	wu2	7									
𤝘	𤝘	wu	wu2	7									
壷	壷		wu2										
瓳	瓳		wu2										
箶	箶		wu2										
魱	魱		wu2										
誤	误		wu2	2					wu6	11	0.10	又音	
悟	悟	ngwu	wu2	2			vu6	10	wu6	11	0.10	又音	
吾	吾	ngwu	wu-2	2			vu2	10	wu2	11	0.10	又音	
吳	吴	ngwu	wu2	2	vu2	9	vu2	10	wu2	11			
吴	吴		wu2	2									
呉	吴		wu2	2									
蜈	蜈	ngwu	wu-ngu2	2			vu2	10	wu2	11		文讀	
峿	峿		wu2										
鼯	鼯		wu2										
齬	龉	ngwu	wu2	7									
娪	娪	ngwu	wu2	7									
浯	浯		wu2										
珸	珸		wu2										
祦	祦		wu2										
郚	郚		wu2										
鯃	鯃		wu2										
無	无	vu	wu-2	1					wu2	11	0.10	又音	
无	无	vu	wu-2	1							0.10	又音	
亡	亡	vu	wu-2	7							0.00	古同“無”	
巫	巫						u1	10	wu2	11			
誣	诬		wu-vu2	1					wu2	11	0.10	又音	
腐	腐								wu2	11			
毋	毋	vu	wu-vu2	2									
鳧	凫		wu-vu2	1								水鳧鷺	
鳬	凫	vu	wu-vu2	1								水鳧鷺	
舞	舞	vu	wu-vu2	2	vu6	9	vu6	10	wu4	11			
鵡	鹉	vu	wu-vu2	2	vu6	9	vu6	10	wu4	11			
黃	黄		wu2	1							0.00	又音 僅限於“黃狗”及“嘸郎黃狗”	
黄	黄		wu2	1							0.00	又音 僅限於“黃狗”及“嘸郎黃狗”	
户	户		wu4	1	vu6	9	vu6	10					
戶	户		wu4	1	vu6	9	vu6	10	wu4	11			
戸	户	wu	wu4	1	vu6	9	vu6	10					
滬	沪	wu	wu4	2	vu2	9	vu6	10	wu4	11			
扈	扈	wu	wu4	7									
伍	伍	wu	wu4	2	vu6	9	vu6	10	wu4	11			
午	午	wu	wu4	1	vu6	9	vu6	10	wu4	11			
護	护	wu	wu4	1	vu6	9	vu6	10	wu6	11			
怙	怙	wu	wu4	7									
祜	祜		wu4										
岵	岵	wu	wu4	7									
酤	酤		wu4										
鄠	鄠		wu4										
萵	莴		wu4	3							0.00	香萵筍	
帍	帍		wu4										
昈	昈		wu4										
楛	楛		wu4										
簄	簄		wu4										
互	互	ngwu	wu4	2	vu6	9	vu6	10	wu6	11			
圄	圄	ngwu	wu4	7									
牾	牾	ngwu	wu4	7									
旿	旿		wu4										
武	武	vu	wu-vu4	1	vu6	9	vu6	10	wu4	11			
務	务	vu	wu-4	1					wu6	11	0.10	又音	
父	父								wu4	11			
撫	抚								wu4	11			
婦	妇								wu4	11			
腐	腐								wu4	11			
五	五				vu6	9			wu4	11		文讀	
惡	恶		wu6	2			vu6	10			0.01	可惡	
悪	恶		wu6	2							0.01	可惡	
濩	濩	wu	wu6	7									
頀	頀	wu	wu6	7									
冱	冱		wu6										
嫭	嫭		wu6										
枑	枑		wu6										
韄	韄		wu6										
瓠	瓠	wu							wu6	11	0.00	瓠瓜(定海)	
悞	悮	ngwu	wu6	7							0.10	又音	
娛	娱	ngwu	wu6	6					wu2	11	0.10	又音	
娯	娱	ngwu	wu6	6							0.10	又音	
捂	捂	ngwu	wu6	7							0.01	又音	
梧	梧	ngwu	wu6	1			vu2	10	wu2	11	0.10	又音	
晤	晤	ngwu	wu6	7							0.10	又音	
寤	寤	ngwu	wu6	7							0.10	又音	
痦	痦		wu6								0.10	又音	
迕	迕	ngwu	wu6	7							0.10	又音	
忤	忤	ngwu	wu6	7							0.10	又音	
啎	忤		wu6	7							0.10	又音	
仵	仵		wu6								0.10	又音	
悮	悮		wu6										
窹	窹		wu6										
逜	逜		wu6										
遻	遻		wu6										
戊	戊	vu	wu-vu6	1	vu6	9							
霧	雾	vu	wu-6	1	vu6	9	vu6	10	wu6	11	0.10	又音	
烏	乌	u	u1	1	u1	9	u1	10	u1	11			
塢	坞	u	u1	2	u5	9	u5	10	u1	11			
隖	坞		u1	2									
嗚	呜	u	u1	7	u1	9			u3	11			
鎢	钨		u1									化學元素	
污	污		u1	1	u1	9	u1	10	u1	11			
汙	污		u1	1									
汚	污	u	u1	1									
洿	洿	u	u1	1									
杇	杇	u	u1	7									
釫	釫	u	u1	7									
萵	莴		u1	1									
誣	诬		u1	1			u1	10					
圬	圬		u1										
歍	歍		u1										
盓	盓		u1										
螐	螐		u1										
鰞	鰞		u1										
鴮	𫛦		u1										
衣	衣		u1	1	u1	9					0.00	僅限於“衣櫥”一詞	
熓	𤆡	u	u1	1	u3	9			u5	11			
糊	糊	wu	u1	3	vu2	9			wu6	11	0.00	僅限於“爛泥糊漿”	
胡	胡	wu	u1	3							0.00	又音 僅限於“胡嚨”	
惡	恶		u1	1	u5	9			u5	11	0.01	可惡	
悪	恶		u1	1							0.01	可惡	
罅	罅								u1	11	0.00	豁罅：裂縫	#
於	于		u1								0.00		
椅	椅		u3	1	u3	9					0.05	“椅子”一詞中又音	
烏	乌		u3	4							0.01	硬幣背面無文字的一面	
瑦	瑦	u	u3	7									
嵨	嵨		u3										
摀	摀		u3										
溩	溩		u3										
烏	乌	u	u5	4							0.05	痕跡	
鄔	邬	u	u5	2									
捂	捂		u5	1								又音	
焐	焐		u5	1	u5	9	u5	10					
熩	熩		u5	3									
埡	垭		u5										
肟	肟		u5										
居	居	kyü	ciu1	2	ciu1	9	ciu1	10	ciu1	11			
鋸	锯	kyü	ciu1	2	ciu5	9	ciu1	10	ciu5	11		文讀	
据	据	kyü	ciu1	2								拮据	
崌	崌		ciu1										
涺	涺		ciu1										
蜛	蜛		ciu1										
鶋	鶋		ciu1										
拘	拘	kyü	ciu1	2	ciu1	9	ciu1	10	ciu1	11			
駒	驹	kyü	ciu1	2	ciu1	9	ciu1	10	ciu1	11			
蒟	蒟	kyü	ciu1	7									
鮈	鮈	kyü	ciu1	7									
莒	莒	kyü	ciu1	7									
車	车	kyü	ciu1	1	ciu1	9	ciu1	10	ciu1	11	0.05	象棋子的名稱	
硨	砗	kyü	ciu1	7									
龜	龟		ciu1	1	ciu1	9	ciu1	10	ciu1	11	0.01	白讀	
亀	龟		ciu1	1							0.01	白讀	
琚	琚	kyü	ciu1	7									
裾	裾	kyü	ciu1	7									
椐	椐	kyü	ciu1	7									
矩	矩	kyü	ciu1	1	ciu3	9	ciu3	10	ciu3	11			
榘	矩		ciu1	1									
捐	捐	kyün	ciu1	2	cioe1	9	ciu1	10	cioen1	11			
絹	绢	kyün	ciu1	1	cioe5	9	ciu5	10	cioen5	11			
涓	涓	kyün	ciu1	2	cioe1	9							
鵑	鹃	kyün	ciu1	7	cioe1	9							
娟	娟	kyün	ciu1	7	cioe1	9							
蠲	蠲	kyün	ciu1	7									
舉	举	kyü	ciu3	1	ciu3	9			ciu3	11			
擧	举		ciu3	1									
櫸	榉		ciu3										
鬼	鬼		ciu3	1	ciu3	9	ciu3	10	ciu3	11		白讀	
踽	踽	kyü	ciu3	7									
齲	龋	kyü	ciu3	7									
枸	枸	kyü	ciu3	7							0.05	枸橼	
筥	筥	kyü	ciu3	7									
椇	椇		ciu3										
捲	卷	kyün	ciu3	1					cioen3	11			
卷	卷	kyün	ciu3	1	cioe3	9	ciu3	10	cioen3	11			
巻	卷		ciu3	1									
𩜇	𩠉	kyün	ciu3	7									
婘	婘	kyün	ciu3	7									
羂	羂	kyün	ciu3	7									
汱	汱		ciu3										
詃	詃		ciu3										
埢	埢		ciu3										
菤	菤		ciu3										
錈	锩		ciu3										
據	据	kyü	ciu5	1	ciu5	9	ciu5	10	ciu5	11			
句	句	kyü	ciu5	1	ciu5	9	ciu1	10	ciu1	11			
邭	邭		ciu5										
貴	贵		ciu5	1	ciu5	9	ciu5	10	ciu5	11		白讀	
踞	踞	kyü	ciu5	7									
澽	澽	kyü	ciu5	7									
屨	屦	kyü	ciu5	7									
倨	倨		ciu5										
鄄	鄄		ciu5										
苣	苣	gyü	ciu5	1							0.00	“萵苣”中常快讀成清聲母	
狷	狷	kyün	ciu5	7									
獧	狷		ciu5	7									
睊	睊	kyün	ciu5	7									
罥	罥		ciu5										
卷	卷	kyün	ciu5	1	cioe5	9							
巻	卷		ciu5	1									
睠	眷		ciu5	1									
眷	眷	kyün	ciu5	1	cioe5	9	ciu5	10	cioen5	11			
縳	䌸	kyün	ciu5	1									
懁	懁		ciu5										
瓹	瓹		ciu5										
卛	卛		ciu5										
帣	帣		ciu5										
區	区	kyʽü	chiu1	2	chiu1	9	chiu1	10	chiu1	11			
嶇	岖	kyʽü	chiu1	2									
驅	驱	kyʽü	chiu1	2	chiu1	9	chiu1	10	chiu1	11			
駈	驱		chiu1	2									
軀	躯	kyʽü	chiu1	2	chiu1	9							
樞	枢	kyʽü							chiu1	11			
鰸	鰸		chiu1										
虧	亏		chiu1	1	chiu5	9					0.05		
袪	袪	kyʽü	chiu1	7									
祛	祛	kyʽü	chiu1	7									
胠	胠		chiu1										
阹	阹		chiu1										
姝	姝	kyʽü	chiu1	7									
圩	圩		chiu1										
圈	圈	kyʽün	chiu1	2	chioe1	9	chiu1	10	chioen1	11			
圏	圈		chiu1	2									
券	券	kyʽün	chiu1	2	chioe5	9	chiu5	10	cioen3	11			
劵	券		chiu1	2									
勸	劝	kyʽün	chiu1	2	chioe5	9	chiu5	10	chioen5	11			
弮	弮	kyʽün	chiu1	7									
綣	绻	kyʽün	chiu3	7									
犬	犬	kyʽün	chiu3	1	chioe3	9	chiu3	10	cioen3	11			
畎	畎	kyʽün	chiu3	7									
埍	埍	kyʽün	chiu3	7									
圈	圈	kyʽün	chiu3	1									
圏	圈		chiu3	1									
去	去	kyʽü	chiu5	1	chiu5	9			chiu5	11	0.05	文讀	
鼁	鼁		chiu5										
蕖	蕖	gyü	jiu2	7									
磲	磲	gyü	jiu2	7									
巨	巨	gyü	jiu2	2	jiu6	9	jiu6	10	jiu4	11			
鉅	巨	gyü	jiu2	2									
拒	拒	gyü	jiu2	2	jiu6	9	jiu6	10	jiu4	11			
距	距	gyü	jiu2	2	jiu6	9	jiu6	10	jiu4	11			
炬	炬	gyü	jiu2	2	jiu6	9							
柜	柜		jiu2	2								白讀	
渠	渠	gyü	jiu2	1	jiu6	9	jiu2	10	jiu2	11		水渠	
佢	佢	gyü	jiu2	7									
懼	惧	gyü	jiu2	2	jiu6	9	jiu6	10	jiu6	11			
具	具	gyü	jiu2	2	jiu6	9	jiu6	10	jiu6	11			
俱	俱		jiu2	2	jiu6	9	jiu2	10	jiu2	11			
颶	飓	gyü	jiu2	2									
瞿	瞿	kyü	jiu2	2	jiu6	9	jiu2	10	jiu2	11			
衢	衢	gyü	jiu2	2	jiu6	9			jiu2	11			
癯	癯	gyü	jiu2	7									
翵	翵	gyü	jiu2	7									
氍	氍	gyü	jiu2	7									
灈	灈		jiu2	7									
臞	臞		jiu2										
鸜	鸲	gyü	jiu2	7									
鴝	鸲		jiu2	7									
劬	劬	gyü	jiu2	7									
朐	朐		jiu2										
鼩	鼩		jiu2										
璩	璩	gyü	jiu2	7									
蘧	蘧	gyü	jiu2	7									
籧	籧	gyü	jiu2	7									
懅	懅		jiu2										
淭	淭		jiu2										
璖	璖		jiu2										
螶	螶		jiu2										
蟝	蟝		jiu2										
忂	忂		jiu2										
戵	戵		jiu2										
斪	斪		jiu2										
欋	欋		jiu2										
翑	翑		jiu2										
葋	葋		jiu2										
蠷	蠷		jiu2										
躣	躣		jiu2										
鑺	鑺		jiu2										
蜷	蜷		jiu2	7									
瘸	瘸		jiu2										
鬈	鬈	gyün	jiu2	7									
惓	惓	gyün	jiu2	7									
踡	踡	gyün	jiu2	7									
𨃪	𨃪	gyün	jiu2	7									
權	权	gyün	jiu2	1	jioe2	9	jiu2	10	jioen2	11			
顴	颧	gyün	jiu2	1	jioe2	9	jiu2	10	jioen2	11			
拳	拳	gyün	jiu2	1	jioe2	9	jiu2	10	jioen2	11			
孉	孉		jiu2										
蠸	蠸		jiu2										
齤	齤		jiu2										
跪	跪		jiu4	2	jiu6	9	jiu6	10	jiu4	11		白讀	
窶	窭	gyü	jiu4	7									
苣	苣	gyü	jiu4	1									
怇	怇	gyü	jiu4	7									
詎	讵	gyü	jiu4	7									
秬	秬	gyü	jiu4	7									
蚷	蚷	gyü	jiu4	7									
岠	岠		jiu4										
歫	歫		jiu4										
粔	粔		jiu4										
虡	虡		jiu4										
駏	駏		jiu4										
貗	𫎌		jiu4										
圈	圈		jiu4								0.02	養家畜的棚欄	
裙	裙	gyüing	jiu4	3							0.00	僅限於“褓裙”	
櫃	柜		jiu6	1	jiu6	9	jiu6	10	jiu6	11		白讀	
犋	犋		jiu6										
遽	遽		jiu6										
勮	勮		jiu6										
埧	埧		jiu6										
倦	倦	gyün	jiu6	7	jioe6	9	jiu6	10	jioen6	11			
勌	倦		jiu6	7									
淃	淃		jiu6										
虞	虞	nyü	gniu2	2	gniu2	9	gniu2	10	gniu2	11			
娛	娱		gniu2	2			gniu2	10	gniu2	11			
娯	娱		gniu2	2									
鋙	铻		gniu2										
禺	禺	nyü	gniu2	7	gniu2	9							
隅	隅	nyü	gniu2	7									
嵎	嵎	nyü	gniu2	7									
愚	愚		gniu2	1	gniu2	9	gniu2	10	gniu2	11			
喁	喁	nyü	gniu2	3									
遇	遇	nyü	gniu2	2	gniu6	9	gniu6	10	gniu6	11			
寓	寓	nyü	gniu2	2	gniu6	9	gniu6	10	gniu6	11			
麌	麌	nyü	gniu2	7									
齵	齵	nyü	gniu2	7									
御	御	nyü	gniu2	2					gniu6	11			
禦	御	nyü	gniu2	2									
堣	堣		gniu2										
湡	湡		gniu2										
澞	澞		gniu2										
鍝	鍝		gniu2										
鸆	鸆		gniu2										
原	原	nyün	gniu2	1	gnioe2	9	gniu2	10	gnioen2	11			
源	源	nyün	gniu2	2	gnioe2	9	gniu2	10	gnioen2	11			
願	愿	nyün	gniu2	1	gnioe6	9	gniu6	10	gnioen6	11			
愿	愿	nyün	gniu2	2			gniu6	10					
騵	𫘪		gniu2										
嫄	嫄	nyün	gniu2	7									
塬	塬		gniu2										
螈	螈		gniu2										
羱	羱		gniu2										
元	元	nyün	gniu2	1	gnioe2	9	gniu2	10	gnioen2	11			
芫	芫	nyün	gniu2	7									
阮	阮	nyün	gniu2	2	gnioe2	9	gniu6	10	gnioen2	11			
朊	朊		gniu2										
沅	沅		gniu2										
刓	刓	nyün	gniu2	7									
岏	岏	nyün	gniu2	7									
黿	鼋	nyün	gniu2	7									
邧	邧	nyün	gniu2	7									
蚖	蚖	nyün	gniu2	7									
杬	杬	nyün	gniu2	7									
榞	榞		gniu2										
獂	獂		gniu2										
蒝	蒝		gniu2										
邍	邍		gniu2										
撋	撋		gniu2										
緣	缘						gniu2	10			0.00	又音	#
扭	扭	nyiu	gniu2	3	gnieu6	9	gnieu6	10	gnieu4	11	0.05	僅限於头或身体转动一義	
蚏	蚏		gniu2	3								蟛蚏蟹	
女	女	nyü	gniu4	1	gniu6	9	gniu6	10	gniu4	11			
釹	钕		gniu4									化學元素	
蕊	蕊		gniu4	1	gniu6	9	gniu6	10	gniu4	11	0.05	蕊頭	
蕋	蕊		gniu4	1							0.05	蕊頭	
橤	蕊		gniu4	1							0.05	蕊頭	
蘂	蕊		gniu4	1							0.05	蕊頭	
禹	禹		gniu4	2								白讀	
圄	圄		gniu4										
敔	敔	nyü	gniu4	7									
俁	俣		gniu4										
圉	圉	nyü	gniu4	7									
麌	麌	nyü	gniu4	7									
篽	篽		gniu4										
籞	籞		gniu4										
蘌	蘌		gniu4										
噳	噳		gniu4										
軟	软	nyün	gniu4	1	gnioe6	9	gniu6	10	gnioen4	11			
輭	软		gniu4	1									
碝	碝		gniu4										
緛	緛		gniu4										
耎	耎		gniu4										
語	语	nyü	gniu6	2	gniu2	9	gniu6	10	gniu4	11			
馭	驭	nyü	gniu6	7							0.01		
傆	傆		gniu6										
媀	媀		gniu6										
庽	庽		gniu6										
芋	芋 		gniu6	1							0.01	“芋”處在詞的末尾讀[ȵy˨˩˧]	
餌	饵				gniu6	9						餌頭(鎮海)	
原	原		kniu1	3							0.00	僅限於“原方”	
靴	靴		shiu1	1	shiu1	9	shiu1	10	shiu5	11			
鞾	靴	hyü	shiu1	1	shiu1	9							
虛	虚	hyü	shiu1	1	shiu1	9	shiu1	10	shiu1	11			
虚	虚	hyü	shiu1	1									
噓	嘘	hyü	shiu1	2	shiu1	9	shiu1	10	shiu1	11			
嘘	嘘	hyü	shiu1	2									
墟	墟	hyü	shiu1	2	shiu1	9	shiu1	10	shiu1	11			
譃	譃	hyü	shiu1	7									
歔	歔	hyü	shiu1	7									
魖	魖		shiu1										
驉	驉		shiu1										
吁	吁	hyü	shiu1	7			shiu1	10	iu1	11			
訏	吁	hyü	shiu1	7									
盱	盱	hyü	shiu1	7									
旴	旴		shiu1										
姁	姁	hyü	shiu1	7									
𦰰	𦰰		shiu1	7									
楦	楦		shiu1	1	shioe1	9	shiu5	10	shioen1	11			
楥	楦		shiu1	1									
萱	萱	hyün	shiu1	7									
萲	萱		shiu1	7									
蕿	萱		shiu1	7									
藼	萱		shiu1	7									
蘐	萱		shiu1	7									
箮	箮	hyün	shiu1	7									
煊	煊		shiu1										
瑄	瑄		shiu1										
宣	宣								shioen1	11	0.05	又音	
喧	喧	hyün					shiu1	10	shioen1	11			
諠	喧	hyün					shiu1	10	shioen1	11			
諼	谖	hyün	shiu1	7									
晅	晅	hyün	shiu1	7									
咺	咺	hyün	shiu1	7									
暄	暄	hyün	shiu1	7									
塤	埙	hyün	shiu1	7									
壎	埙		shiu1	7									
翾	翾		shiu1										
譞	𫍽		shiu1										
梋	梋		shiu1										
鋗	𫓶		shiu1										
