繁體	兼容格式	湯版頁碼	《阿拉宁波话》頁碼	朱版頁碼	釋義	備註	詞頻
謳其倒痰瓶	eu ji tau dae bin						1
謳渠倒痰瓶	eu ji tau dae bin						1
甌江片	eu kaon phi						
嘔過去	eu kou chi				叫過去		
謳過去	eu kou chi				叫過去		1
嘔勒應	eu laq in		320		1. 一叫就能到；2. 聽到、看到能明白		
謳勒應	eu laq in				1. 一叫就能到；2. 聽到、看到能明白		55
嘔勒可憐	eu laq khou li				叫了半天		
謳勒可憐	eu laq khou li				叫了半天		1
傴勒仔	eu laq tsy						55
嘔俉着力了	eu ng jiaq liq lei	202	340		客套話，讓你受累了		
嘔俉着力𡀂	eu ng jiaq liq lei	202	340		客套話，讓你受累了		
嘔爾着力了	eu ng jiaq liq lei	202	340		客套話，讓你受累了		
嘔爾着力𡀂	eu ng jiaq liq lei	202	340		客套話，讓你受累了		
謳俉着力了	eu ng jiaq liq lei	202	340		客套話，讓你受累了		
謳俉着力𡀂	eu ng jiaq liq lei	202	340		客套話，讓你受累了		
謳爾着力了	eu ng jiaq liq lei	202	340		客套話，讓你受累了		1
謳爾着力𡀂	eu ng jiaq liq lei	202	340		客套話，讓你受累了		
嘔俉疙瘩𡀂	eu ng kaq taq lei		340		客套話，讓你麻煩了		
嘔爾疙瘩了	eu ng kaq taq lei		340		客套話，讓你麻煩了		
謳俉疙瘩了	eu ng kaq taq lei		340		客套話，讓你麻煩了		1
謳俉疙瘩𡀂	eu ng kaq taq lei		340		客套話，讓你麻煩了		
嘔儂着力了	eu nou jiaq liq lei	202	340		客套話，讓你受累了		
嘔儂着力𡀂	eu nou jiaq liq lei	202	340		客套話，讓你受累了		
謳儂着力了	eu nou jiaq liq lei	202	340		客套話，讓你受累了		
謳儂着力𡀂	eu nou jiaq liq lei	202	340		客套話，讓你受累了		
嘔儂疙瘩了	eu nou kaq taq lei		340		客套話，讓你麻煩了		
嘔儂疙瘩𡀂	eu nou kaq taq lei		340		客套話，讓你麻煩了		
謳儂疙瘩了	eu nou kaq taq lei		340		客套話，讓你麻煩了		
謳儂疙瘩𡀂	eu nou kaq taq lei		340		客套話，讓你麻煩了		
嘔煞可憐	eu saq khou li				叫了半天		
謳煞可憐	eu saq khou li				叫了半天		1
傴倒	eu tau	202			彎曲；低下來		578
傴倒爬起	eu tau bo chi				彎下腰又直起來，形容辛苦折騰		55
傴倒拜	eu tau pa						
傴倒施揖	eu tau sy iq		330		原意是彎下腰算是作揖，引申爲順水推舟		55
傴的	eu tiq				彎着（腰）；低着（頭）		55
傴仔	eu tsy				彎着（腰）；低着（頭）		55
嘔勿應	eu vaq in		320		叫了不能到或不方便到		
嘔弗應	eu vaq in				叫了不能到或不方便到		
謳勿應	eu vaq in				叫了不能到或不方便到		
謳弗應	eu vaq in				叫了不能到或不方便到		55
嘔活靈	eu waq lin		181		1. 小孩受驚嚇後，長輩倒一杯水，蒙上紙，口中說些祈禱「活靈（靈魂）回來」的話，最後讓小孩把水喝下去，這種民間習俗叫「謳活靈」。此外，還有請掃帚太公謳活靈、請竈君菩薩謳活靈等做法。；2. 對別人呼喊表示厭煩，相當於「叫什麼」		
謳活靈	eu waq lin				1. 小孩受驚嚇後，長輩倒一杯水，蒙上紙，口中說些祈禱「活靈（靈魂）回來」的話，最後讓小孩把水喝下去，這種民間習俗叫「謳活靈」。此外，還有請掃帚太公謳活靈、請竈君菩薩謳活靈等做法。；2. 對別人呼喊表示厭煩，相當於「叫什麼」		55
哎	eu1	172		347	表示應答		
嘔	eu1	202	138, 301	156	叫	湯版等作「嘔」。另有寫作「謳」（見《金華方言詞典》），「謳」陰平，音合。推薦以「謳」爲正。	
謳	eu1	202	138, 301	156	叫	湯版等作「嘔」。另有寫作「謳」（見《金華方言詞典》），「謳」陰平，音合。推薦以「謳」爲正。	
傴	eu5		165	112	彎（腰）；低（頭）		
翻白	fae baq	132	136	492	1. 眼睛不見眼珠，只見眼白；2. 魚死後魚肚朝上浮在水面；3. 形容詞。肚子鼓起的樣子；4. 形容玩世不恭，對什麼都無所謂		
翻白泥螺	fae baq gni lou	132	30	493	自暴自棄、玩世不恭、故意裝瘋弄傻的人		418
翻被頭	fae bi deu						
反犬旁	fae chiu baon	132			偏旁「犭」		55
翻筋倒	fae cin tau	132	182		翻跟頭		55
反即	fae ciq		300		否則		55
泛頭	fae deu		128	63	1. 優雅的習慣動作；2. 挑擔時扁擔兩頭上下晃動的節奏		
翻地角落頭	fae di koq loq deu	132					55
翻大向	fae dou shian	132	210		1. 翻倒，覆轉；2. 比喻吵鬧或發生大的變故		55
番茄	fae ga	132			番茄		
番茄醬	fae ga cian	132			番茄醬		
翻行頭	fae ghaon deu	132			不斷地更換服裝		55
反格	fae kaq	133	300		否則		55
翻空殼畚斗	fae khon khoq pen teu		182		翻跟頭（頭不着地的）		55
翻領頭	fae lin deu						
翻落	fae loq	132	166	492	掉下；掉進		55
反門襟	fae men cin	133					55
翻棉襖	fae mi au						
反牙	fae ngo		208		螺紋磨損失效		55
翻屋	fae oq		193		把老房子的屋瓦全部整修一遍，以防漏雨		55
反背	fae pei	132			反面		55
翻畚斗	fae pen teu		182		翻跟頭		55
翻癟	fae piq		189		燒菜時先把青菜等弄癟		55
反梢	fae sau			40			
反向	fae shian	133	10, 295	40	反而		
翻向	fae shian	132	210	492	1. 翻倒；覆轉；2. 比喻吵鬧或發生大的變故；3. 裏外顛倒過來		55
反使	fae sy	133	295	40	反而		55
翻倒	fae tau		223		形容多而盛		
泛登	fae ten	133	249	63	好；熟練		55
泛登陸阿二	fae ten loq aq gni		340	63	形容說話靈敏或做事熟練		
翻天山	fae thi sae	132			形容吵鬧得不可開交		55
翻丁倒	fae tin tau	132	182		翻跟頭	湯版及《阿拉宁波话》作「翻頂倒」。依變調前字當爲陰平。	418
反則	fae tsaq	133			否則		55
翻轉做重梅	fae tsoe tsou dzon mei						
翻肚	fae tu		210	492	裏外或正反顛倒		55
翻肚肚	fae tu tu		210		裏外或正反顛倒		55
反文旁	fae ven baon	133			偏旁「攵」		
泛黃	fae waon			416	紙張等日久變成黃色	朱版作「𨠒黃」。	
番薯	fae zyu	132	70	404	番薯		
番薯年糕	fae zyu gni kau						
番薯乾	fae zyu ki-ke	132	70	404	番薯刨成絲曬成的乾製品		55
番薯角	fae zyu koq		70	404	一種食物，番薯搗成泥狀，摻入芝麻、橘皮等，再切片曬成乾。常炒熟後作爲零食		55
番薯䉭	fae zyu liq			405	一種竹器，形如門板，用來曬番薯		
番薯片	fae zyu phi	132	70	404	一種食物，番薯搗成泥狀，摻入芝麻、橘皮等，再切片曬成乾。常炒熟後作爲零食		55
番薯癟	fae zyu piq	132			一種食物，番薯搗成泥狀，摻入芝麻、橘皮等，再切片曬成乾。常炒熟後作爲零食		55
番薯屑	fae zyu shiq	132	70	404	一種食物，番薯搗成泥狀，摻入芝麻、橘皮等，再切片曬成乾。常炒熟後作爲零食	湯版作「番薯錫」。	55
番薯湯果	fae zyu thaon kou						
番薯糊剌	fae zyu wu la		70		用新鮮番薯加湯加配料煮成的糊狀食物		55
番薯糊辣	fae zyu wu laq	132			用新鮮番薯加湯加配料煮成的糊狀食物		55
翻	fae1	132	160	492	縫（被子、棉襖等）		
㽹	fae5	133	137	270	噁心想吐	《阿拉宁波话》也作「泛」。	
泛	fae5	133	137, 207, 249	63, 415	1. 酒變質；2. 變色，褪色；3. 好，熟練	義 1 及義 2 朱版作「𨠒」。	
方矮凳	faon a ten	229			方凳子		55
放白鴿	faon baq kaq	230	321		比喻有去無回或中途爽約		55
放雞	faon ci	229			放養雞		55
放晝學	faon cieu ghoq	230	182		中午放學		418
方巾	faon cin	229			舊時女子出嫁時蓋住新娘頭臉的紅布，也叫「戴頭篷」		
紡織娘	faon ciq gnian						
放大鏡	faon da cin	229			放大鏡		
放銅銃	faon don tshon	230	321	220	比喻人說話很直、很衝	湯版作「放筒銃」。《鄞縣通志》p. 3003 作「放銅銃」。	55
放大銃	faon dou tshon			220	比喻人說話很直、很衝		
放學	faon ghoq	230			放學		
放火癩𪓿	faon hou la sy		114	220	蟾蜍；癩蛤蟆		55
放花筒	faon huo don	229			放花炮		55
紡花車	faon huo tsho	229			紡車		55
放映	faon ian						
方丈和尚	faon jian ghou zaon	229			方丈		55
方糕	faon kau	229	80		溼米粉發酵後蒸制、切割而成的菱形塊糕，鬆軟，無餡		55
放假	faon ko	229			放假		
方角	faon koq	229			撲克牌中的方片		55
放爛草	faon lae tshau			220			
放落沙䥛就嘸飯	faon loq so ci jieu mh vae						
方面頓頓	faon mi ten ten				形容方方的		
放命	faon min	229	285	220	特別；非常		55
放命頭	faon min deu	229	285	220	特別；非常		55
放啞炮	faon o phau						
放炮仗	faon phau jian	229			放炮仗		55
放山野豬	faon sae ya tsyu		333		原指放養在山裏的野豬，喻指無拘無束、到處亂跑的人		55
放生	faon san	229	186	220	放債		
放手	faon shieu	229			鬆手；喻指撒手不管		
放心	faon shin	229			放心		
放血	faon shiuq	230	197	220	1. 動刀子；2. 比喻使人損失錢財		
放水	faon syu	229			向田裏灌水		
方頓頓	faon ten ten	229	227	44	形容方方的		55
放湯	faon thaon	229	189	220	用煮或開水泡的方法做湯		418
放湯飯	faon thaon vae	229			冷飯放入開水再煮一煮		55
放嗤嗤	faon tshyu tshyu						
紡出南瓜	faon tshyuq nei-nae kuo						
方桌	faon tsoq	229			正方形的桌子		
方桌凳	faon tsoq ten	229			正方形的桌子		55
放夜學	faon ya ghoq	230	182		下午放學		418
放焰口	faon yi kheu	229			一種佛事，用以超度惡鬼		
放上槓	faon zaon kaon		321		墊付		55
放牆腳	faon zhian ciaq		193		造舊式房子時用大石頭砌牆腳		55
放樹	faon zyu	229			砍樹		55
發牌	faq ba						
發青沙	faq chin so						
髮腳	faq ciaq	303			頭髮的最下部		
發酒瘋	faq cieu fon	302			醉酒後胡鬧或發冷		
發酒勁	faq cieu jin	302	172		醉酒後胡鬧或發冷	《阿拉宁波话》作「發酒凚」。	55
弗知	faq ciq	301		75	不知		578
弗知咋是咋	faq ciq dza zy dza	301			說不出怎麼回事；給人異樣或不舒服的感覺		
發大興	faq da shin	302	315	82	誇張地宣揚；漫無邊際地閒談		55
發動機叿叿響	faq don ci ghon ghon shian						
發喥	faq du	302	178	82	發怒		55
發喥性	faq du shin	302	178	82	發怒		55
發風打暴	faq fon tan pau				颳風打雷		
發寒熱	faq ghei-ghe gniq	302	171		發燒		55
弗二弗三	faq gni faq sae	301			不三不四		418
發熱	faq gniq				發燒		
發熱昏	faq gniq huen	303	315	82	比喻頭腦糊塗，失去理智		55
發痚駝	faq hau dou				哮喘發病		
發花	faq huo			82	發黴；眼睛變得昏花		
發情	faq jin	302			發情		
弗尷弗尬	faq kae faq ka	301			不上不下，處境尷尬		55
發嗝	faq kaq	302	172	82	1. 耳朵進水後發炎；2. 耳朵聽得得病，表示反感		55
發酵	faq kau	302			發酵		
發酵粉	faq kau fen	302	81	83	酵母		
發棵	faq khou	302	206	82	分櫱		
法國帽	faq koq mau	302			頂部有小辮的呢帽		55
法國梧桐	faq koq wu don	302			法國梧桐		
發冷	faq lan	302			身體不適，感到冷		
發冷熱病	faq lan gniq bin	302			瘧疾發作		55
發利市	faq li zy						
發流火	faq lieu hou						
發爐子	faq lu tsy	302			用木柴等引火將爐子燒旺		55
發買㾹病	faq ma za bin	302			瘧疾發作		
發買㾹病	faq mau za bin				瘧疾發作		
發呆勁	faq nge jin	302	315		發愣；發呆		55
發票	faq phiau	302			發票		
發䨣	faq phoq	303	209	82	物體浸水後體積變大	《阿拉宁波话》作「發䨣」。䨣，《集韻》匹各切。說文段註：雨濡革也，雨濡革則虛起，今俗語若朴。	55
發奤	faq phoq	303	209	82	人的臉或身體發胖	湯版作「發𩔈」。𩔈，《廣韻》匹各切，面大皃，俗作「奤」。「奤」位於 Unicode 基本區，考慮替代「𩔈」作爲推薦寫法。	55
發醭	faq phoq		207		發酵		55
發䨣泥螺	faq phoq gni lou	303	37		本意指泥螺漲大不新鮮，又引申爲嘲笑人發胖。		55
發奤泥螺	faq phoq gni lou	303	37		本意指泥螺漲大不新鮮，又引申爲嘲笑人發胖。		55
發奤浮屍	faq phoq vei sy				戲稱虛胖	《活色生香寧波話》p. 99	
發奤浮屍	faq phoq veu sy				戲稱虛胖	《活色生香寧波話》p. 99	
弗燥弗溼	faq sau faq shiq	301			不上不下，處境尷尬		55
發心	faq shin	302	175	81	下決心		
發身	faq shin	302			發育		
發痧氣	faq so chi	302	172	82	中暑		55
發送	faq son		179	82	訂婚的一種儀式，要辦酒席，當天男方把聘禮及老酒、麻餅等送給女方		
發水	faq syu	302			向田裏灌水		
弗打記頭	faq tan ci deu	301			忽然；突然		55
發帖子	faq thiaq tsy	302			下請帖		
發癡	faq tshyu	302			發瘋；癡心妄想		
發出	faq tshyuq	303	172	81	1. 因上火或發燒導致嘴脣、舌頭等起泡或發炎；2. 因過敏等原因皮膚出現紅腫顆粒或癍塊；3. 發黴		
發霧露	faq vu lu	302			起霧		55
發橫財	faq wan dze	302			得到意外之財		
發霧露	faq wu- lu	302			起霧		55
發洋財	faq yan dze						
弗上弗落	faq zaon faq loq	301			不上不下，處境尷尬		418
發食	faq zhiq	303	82	82	發物，會使人過敏、上火或使瘡惡化的食物，如蟹、蝦、毛筍、油條、燒鵝等		55
勿	faq7		296		不		
弗	faq7	301	296		不		
法	faq7		309		1. 後綴。用在形容詞後，表示情狀或程度；2. 後綴。用在動詞後，表示動作的方式		
發	faq7	302	141, 146	81	嘲弄；取笑；打牌時一人分發牌		
覅喫	fe chioq				不想喫		
覅喫甮喫	fe chioq ven chioq		338		不想喫就別喫（含有責備的語氣）		55
覅咋	fe dza		297		不大要；不怎麼要		55
覅咋喫	fe dza chioq				不大喫；不怎麼喫		
覅咋看	fe dza khi-khe				不大看；不怎麼看		
覅咋聽	fe dza thin				不大聽；不怎麼聽		
覅咋睬	fe dza tshe				不大理睬；不怎麼理睬		
覅其	fe ji		297	435	不要		60000
覅渠	fe ji				不要		578
𧟰其	fe ji				不要		578
𧟰渠	fe ji	122			不要		30000
覅其甮其	fe ji ven ji		338		不要就不要（含有責備的語氣）		55
覅渠甮渠	fe ji ven ji				不要就不要（含有責備的語氣）		55
覅看	fe khi-khe				不想看		
覅看甮看	fe khi-khe ven khi-khe		338		不想看就別看（含有責備的語氣）		55
覅聽	fe thin				不想聽		
覅聽甮聽	fe thin ven thin		338		不想聽就別聽（含有責備的語氣）		55
覅睬	fe tshe				不像理睬		
覅穿	fe tshoe				不像穿		
覅穿甮穿	fe tshoe ven tshoe		338		不想穿就別穿（含有責備的語氣）		55
覅	fe1		296	435	「勿要」的合音詞。不要		
𧟰	fe1	122			「勿要」的合音詞。不要		55
否則	fei tsaq			147	原來；本來		
粉皮	fen bi	251			白薯等澱粉製成的片狀食品		
糞箕	fen ci	252	104	408	用竹條編成的容器，平底，略呈長方形，三面有邊沿，一面敞口，上有兩條交叉的短提樑，用途很廣		
粉漿粉腐	fen cian fen vu		261	321	形容粉碎稀爛		55
粉蒸肉	fen cin gnioq	251			粉蒸肉		55
分唐紙	fen daon tsy	251			一種臨帖用紙，呈黃色		
分頭	fen deu	251	95	41	用在數字後，表示以「分」爲單位的錢幣面額		
粉慈慈	fen dzy dzy		277	321	形容食物喫起來有粉質感	朱版作「粉滋滋」。	55
粉粉燥	fen fen sau	251			很乾燥		578
粉紅	fen ghon	251			粉紅色		
粉滯滯	fen ji ji				形容食物喫起來有粉質感		
鋒快	fen khua		227	402	很鋒利		55
粉乾	fen ki-ke		76	321	粉絲		55
粉刮頭燥	fen kuaq deu sau		259		很乾燥		55
粉刮斯燥	fen kuaq sy sau	251	259		很乾燥		55
粉刮的燥	fen kuaq tiq sau	251	259		很乾燥		55
粉末斯碎	fen maq sy sei				很碎		
分麻餅	fen mo pin						
分眼分榫	fen ngae fen syun	251	225	41	一點不差；很準確		55
粉撲	fen phoq	251	96		撲香粉、爽身粉等的工具，多用棉織品做成		
粉筆	fen piq	252			粉筆		
粉筆蒂頭	fen piq ti deu				粉筆頭		
粉燥	fen sau	251	259	321	很乾燥		578
粉線袋	fen shi de	251	93	321	裁衣時打線用的小布袋，內裝色粉，一根粗線從中通過，用來在布料上打線。泥瓦匠也可用它來打線。		55
分鯗絲	fen shian sy						
分書	fen syu		126		分家析產的憑據		
分歲	fen syu			41	除夕祭祖完畢，閤家相聚宴飲，祝頌而散		
粉慈慈	fen zy zy		277		形容食物喫起來有粉質感	朱版作「粉滋滋」。	55
粉	fen3	251		321	粉末；粉狀物；食物喫起來有粉質感		
否格	feu kaq		287, 300		原來；本來；否則		55
否則	feu tsaq		287	147	原來；本來		
菲薄	fi boq	18	227	342	1. 很薄；2. （粥）很稀		
菲薄憐	fi boq li	18	227		1. 很薄；2. （粥）很稀		55
飛機叿叿響	fi ci ghon ghon shian						
飛機倒頭飛	fi ci tau deu fi						
肺頭	fi deu	18	64	215	用作食物的家畜肺		55
菲菲薄	fi fi boq	354			1. 很薄；2. （粥）很稀		55
肺家	fi ko	18	45	215	肺		55
肺家毛病	fi ko mau bin				肺不好		
飛過海	fi kou he						
飛相	fi shian	18			象棋術語，「相」向前走		55
痱子	fi tsy	18			痱子		
痱子粉	fi tsy fen	18			痱子粉		
痱子癗	fi tsy lei	18			痱子		55
肺炎	fi yi	18			肺炎		
飛象	fi zhian	18			象棋術語，「象」向前走		55
肺	fi5	18		215	1. 肺，人及一部分陸生動物的呼吸器官；2. 自行車、三輪車等的飛輪		
風篷	fon bon	284	89	42	帆		55
風氣勃勃	fon chi baq baq			42	縱情嬉鬧（多指小孩、青少年）	後綴 baq baq，《阿拉宁波话》作「勃勃」，湯版作「拔拔」。據《字語彙解》p.394。resentment 註「怨氣勃勃」ün'-kyʽi-beh-beh'。清末「拔」爲 bah，與「勃」不同音。故選擇「勃勃」。	
風疹塊	fon cin khuei	284			皮膚局部出現紅色腫塊，伴隨瘙癢		
蜂糖	fon daon	284			蜂蜜		55
風火	fon hou		129	42	風險		
風衣	fon i	283			一種擋風的外套		
風潮	fon jiau		4		颱風		
瘋狗	fon keu	284			1. 行爲瘋狂的狗；2. 罵人話，喻指很狂暴的人		
封口巴掌	fon kheu po tsaon						
鋒快	fon khua	284			很鋒利		55
風乾栗子	fon ki-ke liq tsy	283			風乾的栗子		55
風涼	fon lian	283			涼快；涼爽		
風涼皮鞋	fon lian bi gha	283	59		涼鞋		55
風涼鞋	fon lian gha		59	42	涼鞋		55
風涼轎	fon lian jiau	283			以布帛爲頂的轎子		55
風爐	fon lou	283	98	42	用煤球或煤餅作燃料，用來做飯、燒菜、燒水等的爐子		
風色	fon saq	284			風的方向與大小；比喻情勢		
風箱	fon shian	284		42	扇車，用来分离收割稻谷裏掺混杂物的机械；風箱		
風手	fon shieu	283	53	42	手臂癱垂	朱版作「瘋手」。	55
風手爛腳	fon shieu lae ciaq						
風水	fon syu	283	4	42	颱風		
風水先生	fon syu shi san	283			勘察地勢風水的人		
風癱	fon thae	283			癱瘓		
風吹雞蛋殼	fon tshyu ci dae khoq						
風作爛氣	fon tsoq lae chi	284	248	42	縱情嬉鬧（多指小孩、青少年）		55
風指甲	fon tsy khaq	283	53	42	灰指甲；變色變厚的指甲		55
楓樹	fon zyu	284			楓樹		
楓樹葉	fon zyu yiq	284	68	199	一種小海魚，如鯧魚而小，形似楓葉，故名		55
封	fon1	283	120	236	1. 量詞。份；2. 量詞。用於封起來的東西		
峯	fon1		8		地名用詞，本指山峯		
風	fon1	283	171		1. 風，水平流動的空氣；2. 風癱；3. 魚類風乾的過程		
